Liczba wypadków,Liczba zabitych,Liczba rannych,Rok,IDKSIP zdarzenia,Zachowanie kierującego,Zachowanie pieszego,Inne przyczyny
0,0,0,2018,EWK-106651391Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106652327J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106654037E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106654081E,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2018,EWK-106654694P,Nieprawidłowe cofanie,,
0,0,0,2018,EWK-106655728A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106655839Q,Nieprawidłowe omijanie,,
0,0,0,2018,EWK-106655842A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106656043K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106656080Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106656180Y,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106656864D,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106656977J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106656994G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106657081T,,Inne przyczyny,
0,0,0,2018,EWK-106657298A,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106657909K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106657913J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106658629A,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106663551N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106665367K,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2018,EWK-106665559P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106666358J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106666464C,Inne przyczyny,,
0,0,0,2018,EWK-106667180N,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106670097X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106670582C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106671241Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106671576W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106671579J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106673503N,Nieprawidłowe wymijanie,,
0,0,0,2018,EWK-106674456J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106674481M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106674583P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106675645G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106678406T,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106684941C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106685973P,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106686146Q,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106689489R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106690696J,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2018,EWK-106692119W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106692307R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106698511D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106701034X,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106701995A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106702009H,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106702274D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106702288T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106702829M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106703197P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106703661A,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2018,EWK-106703916R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106705298R,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106705675G,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106706069T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106706534T,Inne przyczyny,,
0,0,0,2018,EWK-106706707H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106706870K,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2018,EWK-106706883Y,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106707318Q,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2018,EWK-106707591H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106707841U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106708514N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106708573A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106710695F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106711994E,Inne przyczyny,,
0,0,0,2018,EWK-106714821J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106715988T,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106716354D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106716754Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106718416H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106718567N,Nieprawidłowe cofanie,,
0,0,0,2018,EWK-106718618N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106722328K,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106722717H,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2018,EWK-106722782K,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106722828M,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2018,EWK-106723274P,Inne przyczyny,,
0,0,0,2018,EWK-106724732W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106726702W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106726906E,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106727134N,,Inne przyczyny,
0,0,0,2018,EWK-106732932A,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106733031E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106734793X,Inne przyczyny,Inne przyczyny,
0,0,0,2018,EWK-106736175K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106736902H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106737231G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106739713J,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106739854T,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2018,EWK-106740243F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106740355F,,,Inne
0,0,0,2018,EWK-106740814F,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2018,EWK-106740923G,,,Nieustalone
0,0,0,2018,EWK-106746707R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106746776E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106748739E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106749997F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106750942R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106753903G,,Inne przyczyny,
0,0,0,2018,EWK-106754239M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106754245X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106755800D,Niezachowanie bezp. odleg. między pojazdami,,
0,0,0,2018,EWK-106757566N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106759396L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106759612M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106760018F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106761182J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106762112U,Nieprawidłowe cofanie,,
0,0,0,2018,EWK-106763743U,Inne przyczyny,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106768519R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106768798J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106769177K,Omijanie pojazdu przed przejściem dla pieszych,,
0,0,0,2018,EWK-106770725P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106772037J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106772048P,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106780267E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106781854M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106783236H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106785143Y,Nieprawidłowe wymijanie,,
0,0,0,2018,EWK-106785229C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106786400Y,Nieprawidłowe omijanie,,
0,0,0,2018,EWK-106786573D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106788083X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106789393F,Inne przyczyny,,
0,0,0,2018,EWK-106789691L,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2018,EWK-106791435X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106791460W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106792529P,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2018,EWK-106792759U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106794346T,Inne przyczyny,,
0,0,0,2018,EWK-106794785E,Nieprawidłowe omijanie,,
0,0,0,2018,EWK-106798643L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106798839L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106799367X,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2018,EWK-106800340J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106801192L,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2018,EWK-106803481G,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106804902X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106808118U,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2018,EWK-106809238W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106811196R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2018,EWK-106811904M,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2018,EWK-106812411A,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2018,EWK-106814636C,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2018,EWK-106824103C,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2018,EWK-106829424Y,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2018,EWK-106830870N,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
